[2018-03-22 22:27:07,969: INFO/Beat] beat: Starting...
[2018-03-22 22:27:08,004: INFO/MainProcess] Connected to redis://127.0.0.1:6379/2
[2018-03-22 22:27:08,166: INFO/MainProcess] mingle: searching for neighbors
[2018-03-22 22:27:08,383: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:09,189: INFO/MainProcess] mingle: all alone
[2018-03-22 22:27:09,210: INFO/MainProcess] celery@suyn-VM-Ubuntu ready.
[2018-03-22 22:27:09,372: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[3965ba82-4cc3-44ad-a124-1312b959d4a7]  
[2018-03-22 22:27:09,413: WARNING/ForkPoolWorker-2] []
[2018-03-22 22:27:09,424: INFO/ForkPoolWorker-2] Task celery_module.celery_tasks.manage_redis[3965ba82-4cc3-44ad-a124-1312b959d4a7] succeeded in 0.0508560870003s: None
[2018-03-22 22:27:13,363: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:13,366: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[cd549d03-b373-4f88-bac7-0519f40fdae6]  
[2018-03-22 22:27:13,397: WARNING/ForkPoolWorker-6] []
[2018-03-22 22:27:13,406: INFO/ForkPoolWorker-6] Task celery_module.celery_tasks.manage_redis[cd549d03-b373-4f88-bac7-0519f40fdae6] succeeded in 0.0352767349978s: None
[2018-03-22 22:27:18,364: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:18,372: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[873350bd-d56e-4b76-a0a7-08789eaf26fd]  
[2018-03-22 22:27:18,383: WARNING/ForkPoolWorker-3] []
[2018-03-22 22:27:18,408: INFO/ForkPoolWorker-3] Task celery_module.celery_tasks.manage_redis[873350bd-d56e-4b76-a0a7-08789eaf26fd] succeeded in 0.03463233s: None
[2018-03-22 22:27:23,364: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:23,367: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[26811dea-410b-4595-8fda-ba13ecd920ce]  
[2018-03-22 22:27:23,372: WARNING/ForkPoolWorker-4] []
[2018-03-22 22:27:23,384: INFO/ForkPoolWorker-4] Task celery_module.celery_tasks.manage_redis[26811dea-410b-4595-8fda-ba13ecd920ce] succeeded in 0.0139530060005s: None
[2018-03-22 22:27:28,364: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:28,366: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[d91fe51f-85b4-44e5-b84c-90ba85c90be5]  
[2018-03-22 22:27:28,375: WARNING/ForkPoolWorker-5] []
[2018-03-22 22:27:28,382: INFO/ForkPoolWorker-5] Task celery_module.celery_tasks.manage_redis[d91fe51f-85b4-44e5-b84c-90ba85c90be5] succeeded in 0.0142176189984s: None
[2018-03-22 22:27:33,364: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:33,368: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[162e20bd-dc8a-412a-b3ee-6443fb3bba8f]  
[2018-03-22 22:27:33,370: WARNING/ForkPoolWorker-2] []
[2018-03-22 22:27:33,372: INFO/ForkPoolWorker-2] Task celery_module.celery_tasks.manage_redis[162e20bd-dc8a-412a-b3ee-6443fb3bba8f] succeeded in 0.00178918000165s: None
[2018-03-22 22:27:38,365: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:38,369: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[320f63f0-0245-442e-8924-29e7b17fadf6]  
[2018-03-22 22:27:38,371: WARNING/ForkPoolWorker-6] []
[2018-03-22 22:27:38,372: INFO/ForkPoolWorker-6] Task celery_module.celery_tasks.manage_redis[320f63f0-0245-442e-8924-29e7b17fadf6] succeeded in 0.00140781099981s: None
[2018-03-22 22:27:43,365: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:43,369: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[4d1829de-0b96-49c2-8533-e6baebe64851]  
[2018-03-22 22:27:43,371: WARNING/ForkPoolWorker-3] []
[2018-03-22 22:27:43,372: INFO/ForkPoolWorker-3] Task celery_module.celery_tasks.manage_redis[4d1829de-0b96-49c2-8533-e6baebe64851] succeeded in 0.00149915699876s: None
[2018-03-22 22:27:48,365: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:48,368: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[ec547f5d-8ac3-4be0-bb6c-c30da57d5288]  
[2018-03-22 22:27:48,369: WARNING/ForkPoolWorker-4] []
[2018-03-22 22:27:48,370: INFO/ForkPoolWorker-4] Task celery_module.celery_tasks.manage_redis[ec547f5d-8ac3-4be0-bb6c-c30da57d5288] succeeded in 0.000973097001406s: None
[2018-03-22 22:27:53,365: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:53,368: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[177d60ee-210f-447c-9a7e-6772faba5db5]  
[2018-03-22 22:27:53,370: WARNING/ForkPoolWorker-5] ['regist_email:594154545@qq.com']
[2018-03-22 22:27:53,371: WARNING/ForkPoolWorker-5] {"username": "suyn", "password": "123456", "email": "594154545@qq.com", "email_code": "613337", "IsSendEmail": false}
[2018-03-22 22:27:53,371: WARNING/ForkPoolWorker-5] 613337
[2018-03-22 22:27:55,395: WARNING/ForkPoolWorker-5] Content-Type: text/html; charset="utf-8"
MIME-Version: 1.0
Content-Transfer-Encoding: base64
Subject: 注册--邮箱验证
From: wedding@wulilove.cn
To: 594154545@qq.com

CiAgICAgICAgICAgICAgICDmgqjlpb3vvIw8YSBocmVmPSJodHRwOi8vd3VsaWxvdmUuY24iPld1
TGlsb3ZlPC9hPuaPkOmGkuaCqO+8jOaCqOeahOmqjOivgeeggeS4ujxzcGFuIHN0eWxlPSJjb2xv
cjogYmx1ZSI+NjEzMzM3PC9zcGFuPizmnInmlYjml7bpl7TkuLozMOWIhumSn++8jOiLpemdnuaC
qOacrOS6uuaJgOS4uuivt+W/veeVpeatpOmCruS7tuOAggogICAgICAgICAgICAgICAg
[2018-03-22 22:27:55,470: WARNING/ForkPoolWorker-5] 发送成功
[2018-03-22 22:27:55,471: INFO/ForkPoolWorker-5] Task celery_module.celery_tasks.manage_redis[177d60ee-210f-447c-9a7e-6772faba5db5] succeeded in 2.101280039s: None
[2018-03-22 22:27:58,365: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:27:58,368: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[d9c7cfc5-9f4a-4c2c-b5a9-34d22fe3232d]  
[2018-03-22 22:27:58,369: WARNING/ForkPoolWorker-2] ['regist_email:594154545@qq.com']
[2018-03-22 22:27:58,370: WARNING/ForkPoolWorker-2] {"username": "suyn", "password": "123456", "email": "594154545@qq.com", "email_code": "613337", "IsSendEmail": true}
[2018-03-22 22:27:58,371: INFO/ForkPoolWorker-2] Task celery_module.celery_tasks.manage_redis[d9c7cfc5-9f4a-4c2c-b5a9-34d22fe3232d] succeeded in 0.00145453200093s: None
[2018-03-22 22:28:03,365: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:28:03,371: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[af65a494-2b45-4913-867a-13ab745d2581]  
[2018-03-22 22:28:03,389: WARNING/ForkPoolWorker-6] ['regist_email:594154545@qq.com']
[2018-03-22 22:28:03,390: WARNING/ForkPoolWorker-6] {"username": "suyn", "password": "123456", "email": "594154545@qq.com", "email_code": "613337", "IsSendEmail": true}
[2018-03-22 22:28:03,392: INFO/ForkPoolWorker-6] Task celery_module.celery_tasks.manage_redis[af65a494-2b45-4913-867a-13ab745d2581] succeeded in 0.00397897799849s: None
[2018-03-22 22:28:08,365: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:28:08,369: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[268a47f2-bd40-435c-9ea8-44fd1c01142a]  
[2018-03-22 22:28:08,370: WARNING/ForkPoolWorker-3] ['regist_email:594154545@qq.com']
[2018-03-22 22:28:08,371: WARNING/ForkPoolWorker-3] {"username": "suyn", "password": "123456", "email": "594154545@qq.com", "email_code": "613337", "IsSendEmail": true}
[2018-03-22 22:28:08,372: INFO/ForkPoolWorker-3] Task celery_module.celery_tasks.manage_redis[268a47f2-bd40-435c-9ea8-44fd1c01142a] succeeded in 0.00129343699882s: None
[2018-03-22 22:28:13,365: INFO/Beat] Scheduler: Sending due task redis_manage (celery_module.celery_tasks.manage_redis)
[2018-03-22 22:28:13,369: INFO/MainProcess] Received task: celery_module.celery_tasks.manage_redis[8f12ded3-4516-43b8-920e-008a4c39ae83]  
[2018-03-22 22:28:13,371: WARNING/ForkPoolWorker-4] ['regist_email:594154545@qq.com']
[2018-03-22 22:28:13,371: WARNING/ForkPoolWorker-4] {"username": "suyn", "password": "123456", "email": "594154545@qq.com", "email_code": "613337", "IsSendEmail": true}
[2018-03-22 22:28:13,372: INFO/ForkPoolWorker-4] Task celery_module.celery_tasks.manage_redis[8f12ded3-4516-43b8-920e-008a4c39ae83] succeeded in 0.00130668699785s: None
